"job_id","job_title","salary_year_avg","name","skills"
980665,"Data Analyst","81000.0","Get It Recruit - Information Technology","sql"
980665,"Data Analyst","81000.0","Get It Recruit - Information Technology","python"
980665,"Data Analyst","81000.0","Get It Recruit - Information Technology","tableau"
143947,"Data Analyst","81000.0","Get It Recruit - Information Technology","sql"
143947,"Data Analyst","81000.0","Get It Recruit - Information Technology","python"
143947,"Data Analyst","81000.0","Get It Recruit - Information Technology","scala"
143947,"Data Analyst","81000.0","Get It Recruit - Information Technology","r"
143947,"Data Analyst","81000.0","Get It Recruit - Information Technology","matlab"
143947,"Data Analyst","81000.0","Get It Recruit - Information Technology","excel"
413083,"Data Analyst","81000.0","Get It Recruit - Information Technology","sql"
413083,"Data Analyst","81000.0","Get It Recruit - Information Technology","python"
413083,"Data Analyst","81000.0","Get It Recruit - Information Technology","tableau"
1637084,"Senior Data Analyst Lead","81000.0","Get It Recruit - Information Technology","sql"
1637084,"Senior Data Analyst Lead","81000.0","Get It Recruit - Information Technology","python"
1637084,"Senior Data Analyst Lead","81000.0","Get It Recruit - Information Technology","excel"
1637084,"Senior Data Analyst Lead","81000.0","Get It Recruit - Information Technology","tableau"
1025744,"Research Data Analyst-","80740.0","InsideHigherEd","python"
1025744,"Research Data Analyst-","80740.0","InsideHigherEd","r"
1025744,"Research Data Analyst-","80740.0","InsideHigherEd","sas"
1025744,"Research Data Analyst-","80740.0","InsideHigherEd","sas"
1025744,"Research Data Analyst-","80740.0","InsideHigherEd","zoom"
670376,"Data Analyst","80500.0","Get It Recruit - Finance","sql"
670376,"Data Analyst","80500.0","Get It Recruit - Finance","excel"
1472332,"Lead Data Analyst for Big Data Projects","80500.0","Get It Recruit - Information Technology",""
1049953,"Data Analyst","80500.0","California State University",""
711091,"Data Analyst - Underwriting","80250.0","Automobile Club of Southern California","sql"
711091,"Data Analyst - Underwriting","80250.0","Automobile Club of Southern California","python"
711091,"Data Analyst - Underwriting","80250.0","Automobile Club of Southern California","java"
711091,"Data Analyst - Underwriting","80250.0","Automobile Club of Southern California","bash"
711091,"Data Analyst - Underwriting","80250.0","Automobile Club of Southern California","vba"
711091,"Data Analyst - Underwriting","80250.0","Automobile Club of Southern California","tableau"
483152,"Data Analyst","80000.0","New World Now LLC","sql"
564679,"Junior Data Analyst","80000.0","Coders Data","sql"
564679,"Junior Data Analyst","80000.0","Coders Data","python"
564679,"Junior Data Analyst","80000.0","Coders Data","r"
564679,"Junior Data Analyst","80000.0","Coders Data","excel"
564679,"Junior Data Analyst","80000.0","Coders Data","tableau"
564679,"Junior Data Analyst","80000.0","Coders Data","sharepoint"
564679,"Junior Data Analyst","80000.0","Coders Data","jira"
564679,"Junior Data Analyst","80000.0","Coders Data","confluence"
1333002,"Data Analyst","80000.0","Get It Recruit - Information Technology","sql"
1333002,"Data Analyst","80000.0","Get It Recruit - Information Technology","tableau"
1333002,"Data Analyst","80000.0","Get It Recruit - Information Technology","power bi"
690454,"Data Analyst","80000.0","Gravy Analytics","sql"
690454,"Data Analyst","80000.0","Gravy Analytics","python"
690454,"Data Analyst","80000.0","Gravy Analytics","r"
690454,"Data Analyst","80000.0","Gravy Analytics","javascript"
690454,"Data Analyst","80000.0","Gravy Analytics","aws"
690454,"Data Analyst","80000.0","Gravy Analytics","snowflake"
690454,"Data Analyst","80000.0","Gravy Analytics","excel"
690454,"Data Analyst","80000.0","Gravy Analytics","tableau"
1354750,"Data Analyst","80000.0","Coders Data","sql"
1354750,"Data Analyst","80000.0","Coders Data","python"
1354750,"Data Analyst","80000.0","Coders Data","r"
1354750,"Data Analyst","80000.0","Coders Data","excel"
1354750,"Data Analyst","80000.0","Coders Data","tableau"
1354750,"Data Analyst","80000.0","Coders Data","power bi"
1354750,"Data Analyst","80000.0","Coders Data","sharepoint"
1354750,"Data Analyst","80000.0","Coders Data","jira"
1354750,"Data Analyst","80000.0","Coders Data","confluence"
566131,"Claims Data Analyst - 208554","80000.0","Medix Technology","sql"
566131,"Claims Data Analyst - 208554","80000.0","Medix Technology","tableau"
566131,"Claims Data Analyst - 208554","80000.0","Medix Technology","power bi"
566131,"Claims Data Analyst - 208554","80000.0","Medix Technology","alteryx"
319413,"Data Analyst","80000.0","Coders Data","excel"
319413,"Data Analyst","80000.0","Coders Data","word"
319413,"Data Analyst","80000.0","Coders Data","powerpoint"
319413,"Data Analyst","80000.0","Coders Data","outlook"
319413,"Data Analyst","80000.0","Coders Data","ms access"
1075985,"AI-focused Data Analyst/Tableau Developer","80000.0","Get It Recruit - Information Technology","java"
1075985,"AI-focused Data Analyst/Tableau Developer","80000.0","Get It Recruit - Information Technology","excel"
1075985,"AI-focused Data Analyst/Tableau Developer","80000.0","Get It Recruit - Information Technology","tableau"
1075985,"AI-focused Data Analyst/Tableau Developer","80000.0","Get It Recruit - Information Technology","power bi"
6083,"Data Analyst","80000.0","EUCON AMERICAS LLC","sql"
6083,"Data Analyst","80000.0","EUCON AMERICAS LLC","sas"
6083,"Data Analyst","80000.0","EUCON AMERICAS LLC","excel"
6083,"Data Analyst","80000.0","EUCON AMERICAS LLC","sas"
6083,"Data Analyst","80000.0","EUCON AMERICAS LLC","powerpoint"
6083,"Data Analyst","80000.0","EUCON AMERICAS LLC","spss"
550113,"Junior Data Analyst","80000.0","Motion Recruitment","python"
794255,"Manufacturing Data Analyst","80000.0","ATR International","sql"
794255,"Manufacturing Data Analyst","80000.0","ATR International","python"
794255,"Manufacturing Data Analyst","80000.0","ATR International","r"
794255,"Manufacturing Data Analyst","80000.0","ATR International","matplotlib"
794255,"Manufacturing Data Analyst","80000.0","ATR International","excel"
794255,"Manufacturing Data Analyst","80000.0","ATR International","tableau"
276098,"Data Analyst- Power BI (Remote)","80000.0","HighGround","sql"
276098,"Data Analyst- Power BI (Remote)","80000.0","HighGround","azure"
276098,"Data Analyst- Power BI (Remote)","80000.0","HighGround","excel"
276098,"Data Analyst- Power BI (Remote)","80000.0","HighGround","spreadsheet"
911869,"Sr. Business Analyst/Data Analyst","80000.0","CBRE","excel"
911869,"Sr. Business Analyst/Data Analyst","80000.0","CBRE","power bi"
911869,"Sr. Business Analyst/Data Analyst","80000.0","CBRE","alteryx"
940759,"Data Analyst","80000.0","Get It Recruit - Information Technology","sql"
940759,"Data Analyst","80000.0","Get It Recruit - Information Technology","excel"
